Date,Country ,Technology,SiteName,Volume,country,date,updatedby,updatetime
29/03/2025,,Gas,Pembroke-2,6683.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
30/03/2025,,Gas,Pembroke-2,6246.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
31/03/2025,,Gas,Pembroke-2,8187.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
01/04/2025,,Gas,Pembroke-2,7071.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
02/04/2025,,Gas,Pembroke-2,6902.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
03/04/2025,,Gas,Pembroke-2,6236.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
04/04/2025,,Gas,Pembroke-2,8845.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
05/04/2025,,Gas,Pembroke-2,6353.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
06/04/2025,,Gas,Pembroke-2,5975.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
07/04/2025,,Gas,Pembroke-2,5226.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
08/04/2025,,Gas,Pembroke-2,7335.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
09/04/2025,,Gas,Pembroke-2,8769.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
10/04/2025,,Gas,Pembroke-2,7833.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
11/04/2025,,Gas,Pembroke-2,5911.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
12/04/2025,,Gas,Pembroke-2,8352.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
13/04/2025,,Gas,Pembroke-2,8307.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
14/04/2025,,Gas,Pembroke-2,5553.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
15/04/2025,,Gas,Pembroke-2,8214.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
16/04/2025,,Gas,Pembroke-2,8195.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
17/04/2025,,Gas,Pembroke-2,7438.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
18/04/2025,,Gas,Pembroke-2,7593.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
19/04/2025,,Gas,Pembroke-2,5115.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
20/04/2025,,Gas,Pembroke-2,5321.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
21/04/2025,,Gas,Pembroke-2,8301.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
22/04/2025,,Gas,Pembroke-2,5138.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
23/04/2025,,Gas,Pembroke-2,8662.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
24/04/2025,,Gas,Pembroke-2,5324.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
25/04/2025,,Gas,Pembroke-2,6165.0,Great Britain,,Cody,2025-06-03 03:34:24.640274
01/01/2024,,Wind ,Hornsea-1,260.166079,Great Britain,,Cody,2025-06-03 03:34:24.669119
02/01/2024,,Wind ,Hornsea-1,709.48082,Great Britain,,Cody,2025-06-03 03:34:24.669119
03/01/2024,,Wind ,Hornsea-1,431.5276805,Great Britain,,Cody,2025-06-03 03:34:24.669119
04/01/2024,,Wind ,Hornsea-1,223.8684725,Great Britain,,Cody,2025-06-03 03:34:24.669119
05/01/2024,,Wind ,Hornsea-1,686.9850089,Great Britain,,Cody,2025-06-03 03:34:24.669119
06/01/2024,,Wind ,Hornsea-1,482.9389507,Great Britain,,Cody,2025-06-03 03:34:24.669119
07/01/2024,,Wind ,Hornsea-1,391.9681302,Great Britain,,Cody,2025-06-03 03:34:24.669119
08/01/2024,,Wind ,Hornsea-1,478.3591693,Great Britain,,Cody,2025-06-03 03:34:24.669119
09/01/2024,,Wind ,Hornsea-1,730.1891955,Great Britain,,Cody,2025-06-03 03:34:24.669119
10/01/2024,,Wind ,Hornsea-1,108.9094077,Great Britain,,Cody,2025-06-03 03:34:24.669119
11/01/2024,,Wind ,Hornsea-1,788.0407364,Great Britain,,Cody,2025-06-03 03:34:24.669119
12/01/2024,,Wind ,Hornsea-1,900.6480505,Great Britain,,Cody,2025-06-03 03:34:24.669119
13/01/2024,,Wind ,Hornsea-1,450.2771879,Great Britain,,Cody,2025-06-03 03:34:24.669119
14/01/2024,,Wind ,Hornsea-1,345.2368978,Great Britain,,Cody,2025-06-03 03:34:24.669119
15/01/2024,,Wind ,Hornsea-1,897.1257019,Great Britain,,Cody,2025-06-03 03:34:24.669119
16/01/2024,,Wind ,Hornsea-1,675.5370319,Great Britain,,Cody,2025-06-03 03:34:24.669119
17/01/2024,,Wind ,Hornsea-1,790.0488941,Great Britain,,Cody,2025-06-03 03:34:24.669119
18/01/2024,,Wind ,Hornsea-1,626.4812484,Great Britain,,Cody,2025-06-03 03:34:24.669119
19/01/2024,,Wind ,Hornsea-1,44.93792871,Great Britain,,Cody,2025-06-03 03:34:24.669119
20/01/2024,,Wind ,Hornsea-1,798.2779073,Great Britain,,Cody,2025-06-03 03:34:24.669119
21/01/2024,,Wind ,Hornsea-1,192.2338835,Great Britain,,Cody,2025-06-03 03:34:24.669119
22/01/2024,,Wind ,Hornsea-1,144.8361681,Great Britain,,Cody,2025-06-03 03:34:24.669119
23/01/2024,,Wind ,Hornsea-1,100.2454953,Great Britain,,Cody,2025-06-03 03:34:24.669119
24/01/2024,,Wind ,Hornsea-1,730.7456099,Great Britain,,Cody,2025-06-03 03:34:24.669119
25/01/2024,,Wind ,Hornsea-1,612.8433146,Great Britain,,Cody,2025-06-03 03:34:24.669119
26/01/2024,,Wind ,Hornsea-1,659.2915398,Great Britain,,Cody,2025-06-03 03:34:24.669119
27/01/2024,,Wind ,Hornsea-1,451.8726763,Great Britain,,Cody,2025-06-03 03:34:24.669119
28/01/2024,,Wind ,Hornsea-1,868.490846,Great Britain,,Cody,2025-06-03 03:34:24.669119
29/01/2024,,Wind ,Hornsea-1,113.7878374,Great Britain,,Cody,2025-06-03 03:34:24.669119
30/01/2024,,Wind ,Hornsea-1,361.0639685,Great Britain,,Cody,2025-06-03 03:34:24.669119
31/01/2024,,Wind ,Hornsea-1,519.6749892,Great Britain,,Cody,2025-06-03 03:34:24.669119
01/02/2024,,Wind ,Hornsea-1,530.6005281,Great Britain,,Cody,2025-06-03 03:34:24.669119
02/02/2024,,Wind ,Hornsea-1,282.0222728,Great Britain,,Cody,2025-06-03 03:34:24.669119
03/02/2024,,Wind ,Hornsea-1,708.5709006,Great Britain,,Cody,2025-06-03 03:34:24.669119
04/02/2024,,Wind ,Hornsea-1,44.27761517,Great Britain,,Cody,2025-06-03 03:34:24.669119
05/02/2024,,Wind ,Hornsea-1,943.4803517,Great Britain,,Cody,2025-06-03 03:34:24.669119
06/02/2024,,Wind ,Hornsea-1,634.5420897,Great Britain,,Cody,2025-06-03 03:34:24.669119
07/02/2024,,Wind ,Hornsea-1,387.3183309,Great Britain,,Cody,2025-06-03 03:34:24.669119
08/02/2024,,Wind ,Hornsea-1,938.8456469,Great Britain,,Cody,2025-06-03 03:34:24.669119
09/02/2024,,Wind ,Hornsea-1,419.8764371,Great Britain,,Cody,2025-06-03 03:34:24.669119
10/02/2024,,Wind ,Hornsea-1,966.3768979,Great Britain,,Cody,2025-06-03 03:34:24.669119
11/02/2024,,Wind ,Hornsea-1,523.0203005,Great Britain,,Cody,2025-06-03 03:34:24.669119
12/02/2024,,Wind ,Hornsea-1,757.1752262,Great Britain,,Cody,2025-06-03 03:34:24.669119
13/02/2024,,Wind ,Hornsea-1,551.2475887,Great Britain,,Cody,2025-06-03 03:34:24.669119
14/02/2024,,Wind ,Hornsea-1,268.2841815,Great Britain,,Cody,2025-06-03 03:34:24.669119
15/02/2024,,Wind ,Hornsea-1,948.876216,Great Britain,,Cody,2025-06-03 03:34:24.669119
16/02/2024,,Wind ,Hornsea-1,889.9652285,Great Britain,,Cody,2025-06-03 03:34:24.669119
17/02/2024,,Wind ,Hornsea-1,68.21641066,Great Britain,,Cody,2025-06-03 03:34:24.669119
18/02/2024,,Wind ,Hornsea-1,231.9581556,Great Britain,,Cody,2025-06-03 03:34:24.669119
19/02/2024,,Wind ,Hornsea-1,980.7636211,Great Britain,,Cody,2025-06-03 03:34:24.669119
20/02/2024,,Wind ,Hornsea-1,761.7665815,Great Britain,,Cody,2025-06-03 03:34:24.669119
21/02/2024,,Wind ,Hornsea-1,373.3883423,Great Britain,,Cody,2025-06-03 03:34:24.669119
22/02/2024,,Wind ,Hornsea-1,804.0470061,Great Britain,,Cody,2025-06-03 03:34:24.669119
23/02/2024,,Wind ,Hornsea-1,136.9095426,Great Britain,,Cody,2025-06-03 03:34:24.669119
24/02/2024,,Wind ,Hornsea-1,188.4137744,Great Britain,,Cody,2025-06-03 03:34:24.669119
25/02/2024,,Wind ,Hornsea-1,735.6443738,Great Britain,,Cody,2025-06-03 03:34:24.669119
26/02/2024,,Wind ,Hornsea-1,215.4751421,Great Britain,,Cody,2025-06-03 03:34:24.669119
27/02/2024,,Wind ,Hornsea-1,9.97371393,Great Britain,,Cody,2025-06-03 03:34:24.669119
28/02/2024,,Wind ,Hornsea-1,474.9284231,Great Britain,,Cody,2025-06-03 03:34:24.669119
29/02/2024,,Wind ,Hornsea-1,745.1353299,Great Britain,,Cody,2025-06-03 03:34:24.669119
01/03/2024,,Wind ,Hornsea-1,259.7834765,Great Britain,,Cody,2025-06-03 03:34:24.669119
02/03/2024,,Wind ,Hornsea-1,472.3936575,Great Britain,,Cody,2025-06-03 03:34:24.669119
03/03/2024,,Wind ,Hornsea-1,494.3037271,Great Britain,,Cody,2025-06-03 03:34:24.669119
04/03/2024,,Wind ,Hornsea-1,76.44770227,Great Britain,,Cody,2025-06-03 03:34:24.669119
05/03/2024,,Wind ,Hornsea-1,478.3433875,Great Britain,,Cody,2025-06-03 03:34:24.669119
06/03/2024,,Wind ,Hornsea-1,88.09394207,Great Britain,,Cody,2025-06-03 03:34:24.669119
07/03/2024,,Wind ,Hornsea-1,764.2628121,Great Britain,,Cody,2025-06-03 03:34:24.669119
08/03/2024,,Wind ,Hornsea-1,122.3621974,Great Britain,,Cody,2025-06-03 03:34:24.669119
09/03/2024,,Wind ,Hornsea-1,518.35246,Great Britain,,Cody,2025-06-03 03:34:24.669119
10/03/2024,,Wind ,Hornsea-1,50.59921987,Great Britain,,Cody,2025-06-03 03:34:24.669119
11/03/2024,,Wind ,Hornsea-1,827.5956726,Great Britain,,Cody,2025-06-03 03:34:24.669119
12/03/2024,,Wind ,Hornsea-1,639.7484508,Great Britain,,Cody,2025-06-03 03:34:24.669119
13/03/2024,,Wind ,Hornsea-1,507.1690444,Great Britain,,Cody,2025-06-03 03:34:24.669119
14/03/2024,,Wind ,Hornsea-1,682.6846904,Great Britain,,Cody,2025-06-03 03:34:24.669119
15/03/2024,,Wind ,Hornsea-1,376.1284821,Great Britain,,Cody,2025-06-03 03:34:24.669119
16/03/2024,,Wind ,Hornsea-1,864.4614151,Great Britain,,Cody,2025-06-03 03:34:24.669119
17/03/2024,,Wind ,Hornsea-1,634.4660851,Great Britain,,Cody,2025-06-03 03:34:24.669119
18/03/2024,,Wind ,Hornsea-1,625.897933,Great Britain,,Cody,2025-06-03 03:34:24.669119
19/03/2024,,Wind ,Hornsea-1,100.0520922,Great Britain,,Cody,2025-06-03 03:34:24.669119
20/03/2024,,Wind ,Hornsea-1,93.55338538,Great Britain,,Cody,2025-06-03 03:34:24.669119
21/03/2024,,Wind ,Hornsea-1,255.1127126,Great Britain,,Cody,2025-06-03 03:34:24.669119
22/03/2024,,Wind ,Hornsea-1,144.3009966,Great Britain,,Cody,2025-06-03 03:34:24.669119
23/03/2024,,Wind ,Hornsea-1,775.3105328,Great Britain,,Cody,2025-06-03 03:34:24.669119
24/03/2024,,Wind ,Hornsea-1,183.3000021,Great Britain,,Cody,2025-06-03 03:34:24.669119
25/03/2024,,Wind ,Hornsea-1,446.1736827,Great Britain,,Cody,2025-06-03 03:34:24.669119
26/03/2024,,Wind ,Hornsea-1,716.9252822,Great Britain,,Cody,2025-06-03 03:34:24.669119
27/03/2024,,Wind ,Hornsea-1,705.4532736,Great Britain,,Cody,2025-06-03 03:34:24.669119
28/03/2024,,Wind ,Hornsea-1,726.7842218,Great Britain,,Cody,2025-06-03 03:34:24.669119
29/03/2024,,Wind ,Hornsea-1,256.5624994,Great Britain,,Cody,2025-06-03 03:34:24.669119
30/03/2024,,Wind ,Hornsea-1,491.4170519,Great Britain,,Cody,2025-06-03 03:34:24.669119
31/03/2024,,Wind ,Hornsea-1,34.24033331,Great Britain,,Cody,2025-06-03 03:34:24.669119
01/04/2024,,Wind ,Hornsea-1,709.5798441,Great Britain,,Cody,2025-06-03 03:34:24.669119
02/04/2024,,Wind ,Hornsea-1,743.3741473,Great Britain,,Cody,2025-06-03 03:34:24.669119
03/04/2024,,Wind ,Hornsea-1,707.4204982,Great Britain,,Cody,2025-06-03 03:34:24.669119
04/04/2024,,Wind ,Hornsea-1,410.9542817,Great Britain,,Cody,2025-06-03 03:34:24.669119
05/04/2024,,Wind ,Hornsea-1,67.20217912,Great Britain,,Cody,2025-06-03 03:34:24.669119
06/04/2024,,Wind ,Hornsea-1,440.0374263,Great Britain,,Cody,2025-06-03 03:34:24.669119
07/04/2024,,Wind ,Hornsea-1,490.2587824,Great Britain,,Cody,2025-06-03 03:34:24.669119
08/04/2024,,Wind ,Hornsea-1,609.6281702,Great Britain,,Cody,2025-06-03 03:34:24.669119
09/04/2024,,Wind ,Hornsea-1,995.1330706,Great Britain,,Cody,2025-06-03 03:34:24.669119
10/04/2024,,Wind ,Hornsea-1,567.1181277,Great Britain,,Cody,2025-06-03 03:34:24.669119
11/04/2024,,Wind ,Hornsea-1,703.3752213,Great Britain,,Cody,2025-06-03 03:34:24.669119
12/04/2024,,Wind ,Hornsea-1,512.2964287,Great Britain,,Cody,2025-06-03 03:34:24.669119
13/04/2024,,Wind ,Hornsea-1,214.4378813,Great Britain,,Cody,2025-06-03 03:34:24.669119
14/04/2024,,Wind ,Hornsea-1,744.8401506,Great Britain,,Cody,2025-06-03 03:34:24.669119
15/04/2024,,Wind ,Hornsea-1,678.7404655,Great Britain,,Cody,2025-06-03 03:34:24.669119
16/04/2024,,Wind ,Hornsea-1,236.7856327,Great Britain,,Cody,2025-06-03 03:34:24.669119
17/04/2024,,Wind ,Hornsea-1,287.6589414,Great Britain,,Cody,2025-06-03 03:34:24.669119
18/04/2024,,Wind ,Hornsea-1,779.1967736,Great Britain,,Cody,2025-06-03 03:34:24.669119
19/04/2024,,Wind ,Hornsea-1,193.504586,Great Britain,,Cody,2025-06-03 03:34:24.669119
20/04/2024,,Wind ,Hornsea-1,341.9781696,Great Britain,,Cody,2025-06-03 03:34:24.669119
21/04/2024,,Wind ,Hornsea-1,936.0418848,Great Britain,,Cody,2025-06-03 03:34:24.669119
22/04/2024,,Wind ,Hornsea-1,743.4752851,Great Britain,,Cody,2025-06-03 03:34:24.669119
23/04/2024,,Wind ,Hornsea-1,464.4704805,Great Britain,,Cody,2025-06-03 03:34:24.669119
24/04/2024,,Wind ,Hornsea-1,456.0405009,Great Britain,,Cody,2025-06-03 03:34:24.669119
25/04/2024,,Wind ,Hornsea-1,912.2259452,Great Britain,,Cody,2025-06-03 03:34:24.669119
26/04/2024,,Wind ,Hornsea-1,826.7963024,Great Britain,,Cody,2025-06-03 03:34:24.669119
27/04/2024,,Wind ,Hornsea-1,285.1037559,Great Britain,,Cody,2025-06-03 03:34:24.669119
28/04/2024,,Wind ,Hornsea-1,571.7680724,Great Britain,,Cody,2025-06-03 03:34:24.669119
29/04/2024,,Wind ,Hornsea-1,534.5096918,Great Britain,,Cody,2025-06-03 03:34:24.669119
30/04/2024,,Wind ,Hornsea-1,681.184412,Great Britain,,Cody,2025-06-03 03:34:24.669119
01/05/2024,,Wind ,Hornsea-1,101.9762534,Great Britain,,Cody,2025-06-03 03:34:24.669119
02/05/2024,,Wind ,Hornsea-1,451.5761811,Great Britain,,Cody,2025-06-03 03:34:24.669119
03/05/2024,,Wind ,Hornsea-1,887.1696158,Great Britain,,Cody,2025-06-03 03:34:24.669119
04/05/2024,,Wind ,Hornsea-1,667.4369129,Great Britain,,Cody,2025-06-03 03:34:24.669119
05/05/2024,,Wind ,Hornsea-1,215.0602215,Great Britain,,Cody,2025-06-03 03:34:24.669119
06/05/2024,,Wind ,Hornsea-1,907.9553389,Great Britain,,Cody,2025-06-03 03:34:24.669119
07/05/2024,,Wind ,Hornsea-1,122.0076776,Great Britain,,Cody,2025-06-03 03:34:24.669119
08/05/2024,,Wind ,Hornsea-1,351.0785544,Great Britain,,Cody,2025-06-03 03:34:24.669119
09/05/2024,,Wind ,Hornsea-1,18.15025244,Great Britain,,Cody,2025-06-03 03:34:24.669119
10/05/2024,,Wind ,Hornsea-1,95.68674183,Great Britain,,Cody,2025-06-03 03:34:24.669119
11/05/2024,,Wind ,Hornsea-1,566.3299249,Great Britain,,Cody,2025-06-03 03:34:24.669119
12/05/2024,,Wind ,Hornsea-1,201.9324855,Great Britain,,Cody,2025-06-03 03:34:24.669119
13/05/2024,,Wind ,Hornsea-1,849.8524931,Great Britain,,Cody,2025-06-03 03:34:24.669119
14/05/2024,,Wind ,Hornsea-1,575.9348456,Great Britain,,Cody,2025-06-03 03:34:24.669119
15/05/2024,,Wind ,Hornsea-1,573.7797378,Great Britain,,Cody,2025-06-03 03:34:24.669119
16/05/2024,,Wind ,Hornsea-1,757.7660701,Great Britain,,Cody,2025-06-03 03:34:24.669119
17/05/2024,,Wind ,Hornsea-1,90.32708041,Great Britain,,Cody,2025-06-03 03:34:24.669119
18/05/2024,,Wind ,Hornsea-1,782.5365544,Great Britain,,Cody,2025-06-03 03:34:24.669119
19/05/2024,,Wind ,Hornsea-1,724.5787318,Great Britain,,Cody,2025-06-03 03:34:24.669119
20/05/2024,,Wind ,Hornsea-1,236.999855,Great Britain,,Cody,2025-06-03 03:34:24.669119
21/05/2024,,Wind ,Hornsea-1,726.4625354,Great Britain,,Cody,2025-06-03 03:34:24.669119
22/05/2024,,Wind ,Hornsea-1,586.7944058,Great Britain,,Cody,2025-06-03 03:34:24.669119
23/05/2024,,Wind ,Hornsea-1,14.31980602,Great Britain,,Cody,2025-06-03 03:34:24.669119
24/05/2024,,Wind ,Hornsea-1,116.3333179,Great Britain,,Cody,2025-06-03 03:34:24.669119
25/05/2024,,Wind ,Hornsea-1,601.1395721,Great Britain,,Cody,2025-06-03 03:34:24.669119
26/05/2024,,Wind ,Hornsea-1,419.3895191,Great Britain,,Cody,2025-06-03 03:34:24.669119
27/05/2024,,Wind ,Hornsea-1,159.1142052,Great Britain,,Cody,2025-06-03 03:34:24.669119
28/05/2024,,Wind ,Hornsea-1,31.03815596,Great Britain,,Cody,2025-06-03 03:34:24.669119
29/05/2024,,Wind ,Hornsea-1,533.2710985,Great Britain,,Cody,2025-06-03 03:34:24.669119
30/05/2024,,Wind ,Hornsea-1,913.8055159,Great Britain,,Cody,2025-06-03 03:34:24.669119
31/05/2024,,Wind ,Hornsea-1,101.3484039,Great Britain,,Cody,2025-06-03 03:34:24.669119
01/06/2024,,Wind ,Hornsea-1,233.7206177,Great Britain,,Cody,2025-06-03 03:34:24.669119
02/06/2024,,Wind ,Hornsea-1,48.94217702,Great Britain,,Cody,2025-06-03 03:34:24.669119
03/06/2024,,Wind ,Hornsea-1,226.7865789,Great Britain,,Cody,2025-06-03 03:34:24.669119
04/06/2024,,Wind ,Hornsea-1,406.0526593,Great Britain,,Cody,2025-06-03 03:34:24.669119
05/06/2024,,Wind ,Hornsea-1,460.183978,Great Britain,,Cody,2025-06-03 03:34:24.669119
06/06/2024,,Wind ,Hornsea-1,152.1253541,Great Britain,,Cody,2025-06-03 03:34:24.669119
07/06/2024,,Wind ,Hornsea-1,740.4453802,Great Britain,,Cody,2025-06-03 03:34:24.669119
08/06/2024,,Wind ,Hornsea-1,82.0180079,Great Britain,,Cody,2025-06-03 03:34:24.669119
09/06/2024,,Wind ,Hornsea-1,192.7050389,Great Britain,,Cody,2025-06-03 03:34:24.669119
10/06/2024,,Wind ,Hornsea-1,433.828455,Great Britain,,Cody,2025-06-03 03:34:24.669119
11/06/2024,,Wind ,Hornsea-1,681.0232057,Great Britain,,Cody,2025-06-03 03:34:24.669119
12/06/2024,,Wind ,Hornsea-1,688.4347961,Great Britain,,Cody,2025-06-03 03:34:24.669119
13/06/2024,,Wind ,Hornsea-1,585.9840153,Great Britain,,Cody,2025-06-03 03:34:24.669119
14/06/2024,,Wind ,Hornsea-1,565.1346775,Great Britain,,Cody,2025-06-03 03:34:24.669119
15/06/2024,,Wind ,Hornsea-1,175.5214835,Great Britain,,Cody,2025-06-03 03:34:24.669119
16/06/2024,,Wind ,Hornsea-1,176.3817354,Great Britain,,Cody,2025-06-03 03:34:24.669119
17/06/2024,,Wind ,Hornsea-1,539.1468865,Great Britain,,Cody,2025-06-03 03:34:24.669119
18/06/2024,,Wind ,Hornsea-1,349.2494702,Great Britain,,Cody,2025-06-03 03:34:24.669119
19/06/2024,,Wind ,Hornsea-1,135.246233,Great Britain,,Cody,2025-06-03 03:34:24.669119
20/06/2024,,Wind ,Hornsea-1,466.6833371,Great Britain,,Cody,2025-06-03 03:34:24.669119
21/06/2024,,Wind ,Hornsea-1,199.1039816,Great Britain,,Cody,2025-06-03 03:34:24.669119
22/06/2024,,Wind ,Hornsea-1,450.0768494,Great Britain,,Cody,2025-06-03 03:34:24.669119
23/06/2024,,Wind ,Hornsea-1,852.9955136,Great Britain,,Cody,2025-06-03 03:34:24.669119
24/06/2024,,Wind ,Hornsea-1,16.04235529,Great Britain,,Cody,2025-06-03 03:34:24.669119
25/06/2024,,Wind ,Hornsea-1,122.756107,Great Britain,,Cody,2025-06-03 03:34:24.669119
26/06/2024,,Wind ,Hornsea-1,536.7479176,Great Britain,,Cody,2025-06-03 03:34:24.669119
27/06/2024,,Wind ,Hornsea-1,505.5315281,Great Britain,,Cody,2025-06-03 03:34:24.669119
28/06/2024,,Wind ,Hornsea-1,588.3912693,Great Britain,,Cody,2025-06-03 03:34:24.669119
29/06/2024,,Wind ,Hornsea-1,535.4964281,Great Britain,,Cody,2025-06-03 03:34:24.669119
30/06/2024,,Wind ,Hornsea-1,394.9792377,Great Britain,,Cody,2025-06-03 03:34:24.669119
01/07/2024,,Wind ,Hornsea-1,630.2384393,Great Britain,,Cody,2025-06-03 03:34:24.669119
02/07/2024,,Wind ,Hornsea-1,276.305406,Great Britain,,Cody,2025-06-03 03:34:24.669119
03/07/2024,,Wind ,Hornsea-1,556.1357926,Great Britain,,Cody,2025-06-03 03:34:24.669119
04/07/2024,,Wind ,Hornsea-1,604.3041596,Great Britain,,Cody,2025-06-03 03:34:24.669119
05/07/2024,,Wind ,Hornsea-1,896.8524948,Great Britain,,Cody,2025-06-03 03:34:24.669119
06/07/2024,,Wind ,Hornsea-1,331.3850934,Great Britain,,Cody,2025-06-03 03:34:24.669119
07/07/2024,,Wind ,Hornsea-1,214.4562681,Great Britain,,Cody,2025-06-03 03:34:24.669119
08/07/2024,,Wind ,Hornsea-1,369.5114442,Great Britain,,Cody,2025-06-03 03:34:24.669119
09/07/2024,,Wind ,Hornsea-1,935.1765318,Great Britain,,Cody,2025-06-03 03:34:24.669119
10/07/2024,,Wind ,Hornsea-1,186.0453531,Great Britain,,Cody,2025-06-03 03:34:24.669119
11/07/2024,,Wind ,Hornsea-1,346.7582946,Great Britain,,Cody,2025-06-03 03:34:24.669119
12/07/2024,,Wind ,Hornsea-1,165.8619781,Great Britain,,Cody,2025-06-03 03:34:24.669119
13/07/2024,,Wind ,Hornsea-1,694.7762067,Great Britain,,Cody,2025-06-03 03:34:24.669119
14/07/2024,,Wind ,Hornsea-1,840.9369537,Great Britain,,Cody,2025-06-03 03:34:24.669119
15/07/2024,,Wind ,Hornsea-1,790.3331107,Great Britain,,Cody,2025-06-03 03:34:24.669119
16/07/2024,,Wind ,Hornsea-1,184.3188901,Great Britain,,Cody,2025-06-03 03:34:24.669119
17/07/2024,,Wind ,Hornsea-1,167.0591141,Great Britain,,Cody,2025-06-03 03:34:24.669119
18/07/2024,,Wind ,Hornsea-1,140.5876711,Great Britain,,Cody,2025-06-03 03:34:24.669119
19/07/2024,,Wind ,Hornsea-1,918.1716381,Great Britain,,Cody,2025-06-03 03:34:24.669119
20/07/2024,,Wind ,Hornsea-1,396.3219824,Great Britain,,Cody,2025-06-03 03:34:24.669119
21/07/2024,,Wind ,Hornsea-1,8.136290403,Great Britain,,Cody,2025-06-03 03:34:24.669119
22/07/2024,,Wind ,Hornsea-1,324.9441787,Great Britain,,Cody,2025-06-03 03:34:24.669119
23/07/2024,,Wind ,Hornsea-1,740.9094146,Great Britain,,Cody,2025-06-03 03:34:24.669119
24/07/2024,,Wind ,Hornsea-1,944.2582608,Great Britain,,Cody,2025-06-03 03:34:24.669119
25/07/2024,,Wind ,Hornsea-1,375.3326467,Great Britain,,Cody,2025-06-03 03:34:24.669119
26/07/2024,,Wind ,Hornsea-1,159.4890443,Great Britain,,Cody,2025-06-03 03:34:24.669119
27/07/2024,,Wind ,Hornsea-1,426.1760633,Great Britain,,Cody,2025-06-03 03:34:24.669119
28/07/2024,,Wind ,Hornsea-1,499.5717589,Great Britain,,Cody,2025-06-03 03:34:24.669119
29/07/2024,,Wind ,Hornsea-1,891.8117517,Great Britain,,Cody,2025-06-03 03:34:24.669119
30/07/2024,,Wind ,Hornsea-1,566.6081781,Great Britain,,Cody,2025-06-03 03:34:24.669119
31/07/2024,,Wind ,Hornsea-1,39.55926829,Great Britain,,Cody,2025-06-03 03:34:24.669119
01/08/2024,,Wind ,Hornsea-1,408.0701775,Great Britain,,Cody,2025-06-03 03:34:24.669119
02/08/2024,,Wind ,Hornsea-1,447.2693847,Great Britain,,Cody,2025-06-03 03:34:24.669119
03/08/2024,,Wind ,Hornsea-1,308.5970709,Great Britain,,Cody,2025-06-03 03:34:24.669119
04/08/2024,,Wind ,Hornsea-1,6.695016408,Great Britain,,Cody,2025-06-03 03:34:24.669119
05/08/2024,,Wind ,Hornsea-1,98.70364852,Great Britain,,Cody,2025-06-03 03:34:24.669119
06/08/2024,,Wind ,Hornsea-1,812.3193273,Great Britain,,Cody,2025-06-03 03:34:24.669119
07/08/2024,,Wind ,Hornsea-1,465.8576493,Great Britain,,Cody,2025-06-03 03:34:24.669119
08/08/2024,,Wind ,Hornsea-1,834.0426233,Great Britain,,Cody,2025-06-03 03:34:24.669119
09/08/2024,,Wind ,Hornsea-1,607.3529329,Great Britain,,Cody,2025-06-03 03:34:24.669119
10/08/2024,,Wind ,Hornsea-1,760.740948,Great Britain,,Cody,2025-06-03 03:34:24.669119
11/08/2024,,Wind ,Hornsea-1,571.6716454,Great Britain,,Cody,2025-06-03 03:34:24.669119
12/08/2024,,Wind ,Hornsea-1,975.6047492,Great Britain,,Cody,2025-06-03 03:34:24.669119
13/08/2024,,Wind ,Hornsea-1,780.3308207,Great Britain,,Cody,2025-06-03 03:34:24.669119
14/08/2024,,Wind ,Hornsea-1,904.8650057,Great Britain,,Cody,2025-06-03 03:34:24.669119
15/08/2024,,Wind ,Hornsea-1,191.7023322,Great Britain,,Cody,2025-06-03 03:34:24.669119
16/08/2024,,Wind ,Hornsea-1,750.1351958,Great Britain,,Cody,2025-06-03 03:34:24.669119
17/08/2024,,Wind ,Hornsea-1,944.0927824,Great Britain,,Cody,2025-06-03 03:34:24.669119
18/08/2024,,Wind ,Hornsea-1,672.8073799,Great Britain,,Cody,2025-06-03 03:34:24.669119
